area_tag	LONGI_DD	LATIT_DD	pos_string
Skagerrak	10.72333	58.08	10.72333_58.08
Skagerrak	10.96333	57.86	10.96333_57.86
Skagerrak	10.99333	58.31833	10.99333_58.31833
Skagerrak	11.035	58.42	11.035_58.42
Skagerrak	11.19	58.225	11.19_58.225
Skagerrak	11.155	57.9	11.155_57.9
Skagerrak	11.07333	58.07	11.07333_58.07
Kattegat	11.59667	57.545	11.59667_57.545
Skagerrak	10.845	58.525	10.845_58.525
Skagerrak	10.89667	58.57333	10.89667_58.57333
3	11.135	58.45833	11.135_58.45833
Skagerrak	10.83833	58.63833	10.83833_58.63833
Skagerrak	9.75833	57.74667	9.75833_57.74667
Skagerrak	9.87333	57.88667	9.87333_57.88667
Skagerrak	9.87333	57.98	9.87333_57.98
Skagerrak	9.83833	58.075	9.83833_58.075
Skagerrak	8.56833	57.42333	8.56833_57.42333
Skagerrak	8.52167	57.45167	8.52167_57.45167
Skagerrak	8.62167	57.52333	8.62167_57.52333
Skagerrak	8.74167	57.6	8.74167_57.6
Skagerrak	8.73667	57.76333	8.73667_57.76333
Skagerrak	10.51167	57.82667	10.51167_57.82667
Skagerrak	10.98667	57.805	10.98667_57.805
Skagerrak	10.1	57.735	10.1_57.735
Bornholm Basin	15.39033	55.962	15.39033_55.962
Bornholm Basin	15.54267	55.83283	15.54267_55.83283
Bornholm Basin	15.53933	55.73783	15.53933_55.73783
Bornholm Basin	15.73833	55.90167	15.73833_55.90167
Bornholm Basin	16.0345	55.86933	16.0345_55.86933
Bornholm Basin	16.49183	55.674	16.49183_55.674
Bornholm Basin	17.04283	55.93667	17.04283_55.93667
Bornholm Basin	14.76333	55.56167	14.76333_55.56167
Bornholm Basin	14.664	55.45183	14.664_55.45183
Eastern Gotland Basin	18.41217	56.21233	18.41217_56.21233
Eastern Gotland Basin	18.93683	57.11517	18.93683_57.11517
Eastern Gotland Basin	19.54317	57.7945	19.54317_57.7945
Western Gotland Basin	17.9195	57.38667	17.9195_57.38667
Western Gotland Basin	17.91167	57.11	17.91167_57.11
9	16.95517	57.38633	16.95517_57.38633
Western Gotland Basin	17.525	57.44	17.525_57.44
Western Gotland Basin	17.02067	57.514	17.02067_57.514
Kattegat	10.79167	56.85	10.79167_56.85
Bornholm Basin	14.41667	55.53333	14.41667_55.53333
Kattegat	12.11633	56.66683	12.11633_56.66683
Bornholm Basin	16.78133	55.16783	16.78133_55.16783
Bornholm Basin	16.776	55.21717	16.776_55.21717
Bothnian Sea	19.10667	61.9	19.10667_61.9
Bothnian Sea	18.745	61.73567	18.745_61.73567
Bothnian Sea	18.39683	61.572	18.39683_61.572
Bothnian Sea	18.02667	61.4	18.02667_61.4
Bothnian Bay	22.54167	64.48333	22.54167_64.48333
Bornholm Basin	17.5	55.33333	17.5_55.33333
Eastern Gotland Basin	17.93333	55.44167	17.93333_55.44167
Kattegat	12.30667	56.64667	12.30667_56.64667
Kattegat	12.29333	56.875	12.29333_56.875
Kattegat	12.195	56.57667	12.195_56.57667
Kattegat	12.23333	56.835	12.23333_56.835
Kattegat	12.52333	56.54333	12.52333_56.54333
Kattegat	12.245	56.38	12.245_56.38
The Sound	12.84667	55.80833	12.84667_55.80833
The Sound	12.69667	55.97167	12.69667_55.97167
Kattegat	12.39833	56.23667	12.39833_56.23667
5	12.54167	56.36333	12.54167_56.36333
Kattegat	12.19833	57.01667	12.19833_57.01667
4	12.06167	57.18833	12.06167_57.18833
4	11.97833	57.255	11.97833_57.255
Kattegat	11.59	57.54333	11.59_57.54333
Kattegat	11.37167	57.20833	11.37167_57.20833
Kattegat	11.635	57.16833	11.635_57.16833
Kattegat	11.98667	57.19333	11.98667_57.19333
Kattegat	11.08167	56.43167	11.08167_56.43167
Kattegat	11.95867	56.3485	11.95867_56.3485
Kattegat	10.955	56.20833	10.955_56.20833
Kattegat	11.8315	56.61767	11.8315_56.61767
Kattegat	11.835	56.79583	11.835_56.79583
Skagerrak	10.98417	58.16667	10.98417_58.16667
Skagerrak	11.02	57.81	11.02_57.81
Skagerrak	10.99833	57.98667	10.99833_57.98667
Kattegat	12.04667	56.98	12.04667_56.98
Kattegat	11.96	56.835	11.96_56.835
Kattegat	11.65167	56.83333	11.65167_56.83333
Kattegat	11.37667	57.65833	11.37667_57.65833
Kattegat	11.705	57.00667	11.705_57.00667
Kattegat	11.3185	57.3685	11.3185_57.3685
Kattegat	11.46183	57.14867	11.46183_57.14867
Skagerrak	10.31667	58.65833	10.31667_58.65833
Skagerrak	10.98833	58.46833	10.98833_58.46833
Skagerrak	10.83967	58.5355	10.83967_58.5355
Skagerrak	10.99333	58.33	10.99333_58.33
Skagerrak	11.03617	58.43	11.03617_58.43
Skagerrak	10.84	58.628	10.84_58.628
Skagerrak	11.18933	58.23033	11.18933_58.23033
Skagerrak	10.29667	58.49333	10.29667_58.49333
Skagerrak	10.32333	58.33	10.32333_58.33
Skagerrak	11.07533	58.0835	11.07533_58.0835
Kattegat	11.34	57.675	11.34_57.675
Skagerrak	9.76483	57.74767	9.76483_57.74767
Skagerrak	9.8625	57.8865	9.8625_57.8865
Skagerrak	9.35	57.50833	9.35_57.50833
Skagerrak	9.817	57.95883	9.817_57.95883
Skagerrak	9.869	58.03133	9.869_58.03133
Skagerrak	9.74667	58.05117	9.74667_58.05117
Kattegat	11.01	57.66667	11.01_57.66667
Skagerrak	10.685	57.83833	10.685_57.83833
Skagerrak	10.00733	57.73583	10.00733_57.73583
Skagerrak	8.685	57.35333	8.685_57.35333
Skagerrak	8.58333	57.42833	8.58333_57.42833
Skagerrak	8.64833	57.98667	8.64833_57.98667
Skagerrak	8.518	57.453	8.518_57.453
Skagerrak	9.31833	57.65667	9.31833_57.65667
Skagerrak	8.675	57.5	8.675_57.5
Skagerrak	8.61433	57.5255	8.61433_57.5255
Skagerrak	9.35667	57.82	9.35667_57.82
Skagerrak	8.67167	57.83667	8.67167_57.83667
Skagerrak	8.7705	57.61	8.7705_57.61
Skagerrak	8.64833	57.66667	8.64833_57.66667
Skagerrak	10.33	58.01	10.33_58.01
Skagerrak	10.32333	58.18	10.32333_58.18
Skagerrak	9.31833	57.99667	9.31833_57.99667
Skagerrak	10.51833	57.82333	10.51833_57.82333
Kattegat	10.71667	57.64667	10.71667_57.64667
Kattegat	10.74167	57.51667	10.74167_57.51667
Skagerrak	10.98	57.805	10.98_57.805
Skagerrak	10.96817	57.86333	10.96817_57.86333
Skagerrak	10.35	57.86333	10.35_57.86333
Kattegat	10.95517	57.67783	10.95517_57.67783
Kattegat	10.8695	57.45867	10.8695_57.45867
Kattegat	11.57817	57.3295	11.57817_57.3295
Kattegat	10.96167	57.48833	10.96167_57.48833
Kattegat	11.335	57.50667	11.335_57.50667
Kattegat	11.6185	57.51067	11.6185_57.51067
Kattegat	11.83	57.09867	11.83_57.09867
Skagerrak	11.1	58.33333	11.1_58.33333
Arkona Basin	13.93333	55.13333	13.93333_55.13333
Arkona Basin	14.0	55.08333	14.0_55.08333
Arkona Basin	14.25	54.86667	14.25_54.86667
Arkona Basin	14.16667	54.93333	14.16667_54.93333
The Sound	12.84167	55.59167	12.84167_55.59167
Arkona Basin	13.3	55.16667	13.3_55.16667
Arkona Basin	13.3	55.08333	13.3_55.08333
Arkona Basin	13.295	54.83333	13.295_54.83333
Western Gotland Basin	16.86667	56.49167	16.86667_56.49167
Bornholm Basin	17.0935	55.85433	17.0935_55.85433
Bornholm Basin	14.638	55.58967	14.638_55.58967
Bornholm Basin	15.92	55.55	15.92_55.55
Bornholm Basin	15.655	55.47667	15.655_55.47667
Bornholm Basin	15.10167	55.505	15.10167_55.505
Bornholm Basin	16.33333	54.98333	16.33333_54.98333
Bornholm Basin	16.23333	55.08333	16.23333_55.08333
Bornholm Basin	16.11667	55.15	16.11667_55.15
Bornholm Basin	15.95	55.41667	15.95_55.41667
Bornholm Basin	17.05	55.38333	17.05_55.38333
Bornholm Basin	17.06667	55.3	17.06667_55.3
Bornholm Basin	17.05	55.13333	17.05_55.13333
Bornholm Basin	16.51667	55.36667	16.51667_55.36667
Bornholm Basin	16.51667	55.45833	16.51667_55.45833
Bornholm Basin	16.51667	55.11167	16.51667_55.11167
Bornholm Basin	16.51667	55.19667	16.51667_55.19667
Arkona Basin	13.49167	55.0	13.49167_55.0
Arkona Basin	13.7	55.0	13.7_55.0
Arkona Basin	13.9	55.0	13.9_55.0
Arkona Basin	14.28333	55.03333	14.28333_55.03333
Arkona Basin	14.19667	55.10667	14.19667_55.10667
Arkona Basin	14.30167	55.2	14.30167_55.2
Arkona Basin	14.605	55.22	14.605_55.22
Arkona Basin	14.50333	55.25667	14.50333_55.25667
Skagerrak	10.99967	58.32167	10.99967_58.32167
Skagerrak	10.915	58.59833	10.915_58.59833
Skagerrak	9.87333	57.88833	9.87333_57.88833
Skagerrak	9.87667	58.03333	9.87667_58.03333
Skagerrak	8.52333	57.40833	8.52333_57.40833
Skagerrak	8.68	57.52333	8.68_57.52333
Skagerrak	11.21667	57.88333	11.21667_57.88333
Kattegat	10.96667	57.66667	10.96667_57.66667
Skagerrak	11.18333	58.21667	11.18333_58.21667
Kattegat	12.18333	57.03333	12.18333_57.03333
4	11.96667	57.28333	11.96667_57.28333
Kattegat	10.86667	57.455	10.86667_57.455
Kattegat	11.83333	57.11667	11.83333_57.11667
Kattegat	11.7	56.91667	11.7_56.91667
Kattegat	12.2	56.8	12.2_56.8
Kattegat	12.325	56.59167	12.325_56.59167
Kattegat	12.26167	56.40333	12.26167_56.40333
Kattegat	11.085	56.42833	11.085_56.42833
Kattegat	11.89333	56.35667	11.89333_56.35667
Kattegat	10.96333	56.20667	10.96333_56.20667
20	19.82233	63.49783	19.82233_63.49783
Bothnian Sea	19.97217	62.58333	19.97217_62.58333
Bothnian Bay	22.06667	64.708	22.06667_64.708
Skagerrak	10.132	58.57883	10.132_58.57883
Bothnian Sea	17.86667	62.13333	17.86667_62.13333
Eastern Gotland Basin	19.05833	55.35	19.05833_55.35
Bornholm Basin	15.33333	55.8	15.33333_55.8
Bornholm Basin	15.99333	55.75333	15.99333_55.75333
Eastern Gotland Basin	18.90333	56.00667	18.90333_56.00667
Eastern Gotland Basin	18.87167	57.06167	18.87167_57.06167
20	19.8	63.51667	19.8_63.51667
Western Gotland Basin	18.17	57.77667	18.17_57.77667
Western Gotland Basin	17.07833	57.47333	17.07833_57.47333
Bornholm Basin	16.53167	55.67833	16.53167_55.67833
Bothnian Sea	19.98333	62.58333	19.98333_62.58333
Bothnian Sea	20.26667	62.6	20.26667_62.6
Bornholm Basin	14.65167	55.46	14.65167_55.46
Bothnian Bay	22.36667	64.31667	22.36667_64.31667
Bothnian Bay	23.56667	65.23333	23.56667_65.23333
Bothnian Bay	23.5	65.38333	23.5_65.38333
Bothnian Bay	22.06667	64.71667	22.06667_64.71667
Arkona Basin	13.905	55.01	13.905_55.01
The Sound	12.87333	55.775	12.87333_55.775
The Sound	12.695	55.94333	12.695_55.94333
Arkona Basin	13.68333	55.0	13.68333_55.0
Arkona Basin	13.56167	55.0	13.56167_55.0
Kattegat	11.83667	57.11667	11.83667_57.11667
Kattegat	11.825	56.795	11.825_56.795
Kattegat	11.675	56.94	11.675_56.94
Kattegat	12.22333	56.82167	12.22333_56.82167
Kattegat	11.915	56.35167	11.915_56.35167
Kattegat	12.25833	56.39	12.25833_56.39
The Sound	12.88333	55.775	12.88333_55.775
The Sound	12.68833	55.965	12.68833_55.965
Kattegat	12.31333	56.64	12.31333_56.64
Kattegat	11.085	56.47	11.085_56.47
Kattegat	10.96	56.24167	10.96_56.24167
Kattegat	11.82833	56.61167	11.82833_56.61167
Kattegat	12.19667	56.58	12.19667_56.58
Kattegat	11.58	57.32333	11.58_57.32333
Kattegat	11.46	57.14667	11.46_57.14667
Kattegat	11.33667	57.69833	11.33667_57.69833
4	11.975	57.25167	11.975_57.25167
Kattegat	12.195	57.04667	12.195_57.04667
Kattegat	12.28	56.85833	12.28_56.85833
5	12.61833	56.33333	12.61833_56.33333
Kattegat	12.59333	56.55333	12.59333_56.55333
Skagerrak	9.78667	57.75333	9.78667_57.75333
Skagerrak	9.825	57.88	9.825_57.88
Skagerrak	9.83	57.98	9.83_57.98
Skagerrak	9.72667	58.05	9.72667_58.05
Skagerrak	8.57667	57.42333	8.57667_57.42333
Skagerrak	8.63833	57.52333	8.63833_57.52333
Skagerrak	8.71667	57.59	8.71667_57.59
Skagerrak	8.73167	57.75833	8.73167_57.75833
Kattegat	11.32	57.36	11.32_57.36
Kattegat	10.83667	57.44333	10.83667_57.44333
Skagerrak	10.60667	57.83333	10.60667_57.83333
Skagerrak	11.03667	57.82167	11.03667_57.82167
Kattegat	10.975	57.66167	10.975_57.66167
Skagerrak	11.07	58.08333	11.07_58.08333
Skagerrak	10.84	58.62833	10.84_58.62833
Skagerrak	10.90333	58.60167	10.90333_58.60167
3	11.07	58.46333	11.07_58.46333
Skagerrak	11.15667	58.26333	11.15667_58.26333
Bornholm Basin	15.4	55.95	15.4_55.95
Bornholm Basin	14.53333	55.65	14.53333_55.65
Bornholm Basin	14.685	55.45667	14.685_55.45667
Bornholm Basin	15.95167	55.45833	15.95167_55.45833
Bornholm Basin	17.06333	55.935	17.06333_55.935
Bornholm Basin	16.48667	55.67667	16.48667_55.67667
Bornholm Basin	17.25167	55.46667	17.25167_55.46667
Bornholm Basin	17.25333	55.62	17.25333_55.62
Bornholm Basin	17.495	55.455	17.495_55.455
Bornholm Basin	17.51167	55.605	17.51167_55.605
Bornholm Basin	16.99833	55.45	16.99833_55.45
Bornholm Basin	17.00333	55.62667	17.00333_55.62667
Western Gotland Basin	17.91667	57.04333	17.91667_57.04333
Western Gotland Basin	17.94333	56.985	17.94333_56.985
Bornholm Basin	16.235	56.12	16.235_56.12
Bornholm Basin	16.77167	56.11167	16.77167_56.11167
Bornholm Basin	16.99833	56.11667	16.99833_56.11667
Bornholm Basin	16.75833	55.95667	16.75833_55.95667
Bornholm Basin	17.00333	55.79167	17.00333_55.79167
Bornholm Basin	17.005	55.96	17.005_55.96
Bornholm Basin	14.51333	55.79167	14.51333_55.79167
Bornholm Basin	14.73833	55.79333	14.73833_55.79333
Bornholm Basin	15.02167	55.95667	15.02167_55.95667
Bornholm Basin	15.005	55.78667	15.005_55.78667
Bornholm Basin	15.27	55.95667	15.27_55.95667
Bornholm Basin	15.76167	55.90167	15.76167_55.90167
Bornholm Basin	15.52833	55.96	15.52833_55.96
Bornholm Basin	16.0	55.95833	16.0_55.95833
Bornholm Basin	16.28333	55.96333	16.28333_55.96333
Bornholm Basin	14.82333	55.89333	14.82333_55.89333
Bornholm Basin	16.50833	55.96	16.50833_55.96
Bornholm Basin	15.23333	55.785	15.23333_55.785
Bornholm Basin	15.50833	55.62833	15.50833_55.62833
Bornholm Basin	15.50667	55.79167	15.50667_55.79167
Bornholm Basin	15.75833	55.625	15.75833_55.625
Bornholm Basin	15.75	55.79167	15.75_55.79167
Bornholm Basin	16.00333	55.63167	16.00333_55.63167
Bornholm Basin	15.985	55.795	15.985_55.795
Bornholm Basin	16.26333	55.625	16.26333_55.625
Bornholm Basin	16.22167	55.79	16.22167_55.79
Bornholm Basin	16.50667	55.62833	16.50667_55.62833
Bornholm Basin	16.51833	55.79833	16.51833_55.79833
Bornholm Basin	16.77	55.63333	16.77_55.63333
Bornholm Basin	16.74833	55.79833	16.74833_55.79833
Bornholm Basin	14.75667	55.45833	14.75667_55.45833
Bornholm Basin	14.75667	55.62833	14.75667_55.62833
Bornholm Basin	14.99667	55.62333	14.99667_55.62333
Bornholm Basin	15.23667	55.62667	15.23667_55.62667
Bornholm Basin	14.50167	55.45833	14.50167_55.45833
Bornholm Basin	14.51333	55.62667	14.51333_55.62667
Eastern Gotland Basin	18.39167	55.5505	18.39167_55.5505
Eastern Gotland Basin	18.823	57.15783	18.823_57.15783
Western Gotland Basin	17.676	57.11667	17.676_57.11667
Arkona Basin	14.07267	55.00533	14.07267_55.00533
Bornholm Basin	15.98867	55.25	15.98867_55.25
Bothnian Bay	23.5	65.4	23.5_65.4
Eastern Gotland Basin	21.2	57.51667	21.2_57.51667
Eastern Gotland Basin	20.93333	57.61667	20.93333_57.61667
Eastern Gotland Basin	20.66667	57.71667	20.66667_57.71667
Eastern Gotland Basin	20.41667	57.8	20.41667_57.8
Eastern Gotland Basin	20.15	57.9	20.15_57.9
Bothnian Bay	22.36667	64.3	22.36667_64.3
Kattegat	11.06167	57.63833	11.06167_57.63833
Skagerrak	11.01833	57.85	11.01833_57.85
Kattegat	11.03333	57.65167	11.03333_57.65167
Kattegat	10.865	57.74333	10.865_57.74333
Kattegat	10.83333	57.58333	10.83333_57.58333
Kattegat	11.335	57.65667	11.335_57.65667
Skagerrak	10.635	58.67333	10.635_58.67333
Skagerrak	10.97333	58.16667	10.97333_58.16667
Skagerrak	10.665	58.49	10.665_58.49
Skagerrak	11.0	58.0	11.0_58.0
Skagerrak	10.675	58.17333	10.675_58.17333
Skagerrak	10.705	58.03833	10.705_58.03833
Skagerrak	11.11833	58.32167	11.11833_58.32167
Skagerrak	11.21667	58.19167	11.21667_58.19167
Kattegat	11.33667	57.84	11.33667_57.84
3	10.98333	58.66667	10.98333_58.66667
Skagerrak	11.02	58.45833	11.02_58.45833
Skagerrak	11.3	58.0	11.3_58.0
Skagerrak	8.64	57.33333	8.64_57.33333
Skagerrak	9.84	57.82167	9.84_57.82167
Skagerrak	9.85	58.0	9.85_58.0
Skagerrak	8.665	57.49333	8.665_57.49333
Skagerrak	8.67333	57.685	8.67333_57.685
Skagerrak	10.33333	58.16667	10.33333_58.16667
Skagerrak	8.66667	57.83333	8.66667_57.83333
Skagerrak	9.83333	57.66667	9.83333_57.66667
Skagerrak	9.025	57.33667	9.025_57.33667
Skagerrak	9.67333	57.66333	9.67333_57.66333
Skagerrak	9.63667	57.83333	9.63667_57.83333
Skagerrak	9.0	57.5	9.0_57.5
Skagerrak	9.33333	57.66667	9.33333_57.66667
Skagerrak	9.33333	57.5	9.33333_57.5
Skagerrak	9.335	57.83667	9.335_57.83667
Skagerrak	9.595	57.98667	9.595_57.98667
Skagerrak	9.0	57.66667	9.0_57.66667
Skagerrak	9.28833	57.99833	9.28833_57.99833
Skagerrak	8.96	57.81667	8.96_57.81667
Skagerrak	10.33333	57.83333	10.33333_57.83333
Skagerrak	10.0	57.83333	10.0_57.83333
Skagerrak	10.66667	58.0	10.66667_58.0
Skagerrak	10.33333	58.0	10.33333_58.0
Skagerrak	10.0	58.0	10.0_58.0
Skagerrak	10.0	58.16667	10.0_58.16667
Skagerrak	9.64167	58.165	9.64167_58.165
Skagerrak	10.0	57.66667	10.0_57.66667
Kattegat	11.57167	57.29167	11.57167_57.29167
Kattegat	11.82667	57.07667	11.82667_57.07667
Kattegat	11.65333	57.21833	11.65333_57.21833
Kattegat	11.465	57.14167	11.465_57.14167
Kattegat	11.74667	56.86	11.74667_56.86
Skagerrak	11.17	57.9	11.17_57.9
Skagerrak	10.73333	58.13333	10.73333_58.13333
Skagerrak	11.04	57.82	11.04_57.82
Skagerrak	11.065	58.09667	11.065_58.09667
Skagerrak	11.165	58.26667	11.165_58.26667
Kattegat	11.32333	57.35333	11.32333_57.35333
Kattegat	10.97833	57.655	10.97833_57.655
Kattegat	10.81833	57.435	10.81833_57.435
4	11.66	57.57167	11.66_57.57167
Kattegat	11.07667	56.43	11.07667_56.43
Kattegat	11.89333	56.355	11.89333_56.355
Kattegat	10.96	56.20333	10.96_56.20333
Kattegat	11.81833	56.57333	11.81833_56.57333
Kattegat	11.89	56.78333	11.89_56.78333
Kattegat	12.245	56.40667	12.245_56.40667
The Sound	12.87167	55.77	12.87167_55.77
5	12.58	56.35167	12.58_56.35167
Kattegat	12.20333	56.58833	12.20333_56.58833
Kattegat	12.245	56.84167	12.245_56.84167
Kattegat	12.56	56.545	12.56_56.545
Kattegat	12.18333	57.05167	12.18333_57.05167
4	11.96833	57.29333	11.96833_57.29333
4	12.055	57.22167	12.055_57.22167
Kattegat	11.37833	57.65167	11.37833_57.65167
Skagerrak	10.85333	58.31333	10.85333_58.31333
Skagerrak	11.0015	58.324	11.0015_58.324
Skagerrak	10.9	58.59833	10.9_58.59833
3	11.12167	58.51333	11.12167_58.51333
Skagerrak	10.82	58.675	10.82_58.675
Skagerrak	8.58667	57.455	8.58667_57.455
Skagerrak	8.58167	57.52833	8.58167_57.52833
Skagerrak	8.725	57.59333	8.725_57.59333
Skagerrak	8.78167	57.77333	8.78167_57.77333
Skagerrak	9.69667	57.57667	9.69667_57.57667
Skagerrak	9.79783	57.87233	9.79783_57.87233
Skagerrak	9.826	57.952	9.826_57.952
Skagerrak	9.84	58.085	9.84_58.085
Skagerrak	10.59333	57.83	10.59333_57.83
Skagerrak	10.95	57.85	10.95_57.85
Bothnian Bay	21.96667	64.68333	21.96667_64.68333
Bothnian Sea	18.83333	62.76667	18.83333_62.76667
Bornholm Basin	16.41667	55.59	16.41667_55.59
Bornholm Basin	15.41833	55.815	15.41833_55.815
Arkona Basin	13.21667	55.19667	13.21667_55.19667
Arkona Basin	13.66	55.215	13.66_55.215
6	12.895	55.77	12.895_55.77
Bornholm Basin	14.64667	55.46167	14.64667_55.46167
Eastern Gotland Basin	18.86833	57.05833	18.86833_57.05833
Eastern Gotland Basin	18.67667	56.47167	18.67667_56.47167
Eastern Gotland Basin	21.225	57.51167	21.225_57.51167
Eastern Gotland Basin	20.73	57.22167	20.73_57.22167
Eastern Gotland Basin	20.571	57.20283	20.571_57.20283
Eastern Gotland Basin	18.91667	56.02333	18.91667_56.02333
Bornholm Basin	15.33833	55.94167	15.33833_55.94167
Bornholm Basin	17.03667	55.93833	17.03667_55.93833
Bornholm Basin	17.60383	56.10083	17.60383_56.10083
Eastern Gotland Basin	17.74283	56.03867	17.74283_56.03867
Eastern Gotland Basin	17.68333	55.83333	17.68333_55.83333
Western Gotland Basin	17.90967	57.36767	17.90967_57.36767
Western Gotland Basin	17.53333	57.44667	17.53333_57.44667
Western Gotland Basin	17.9125	57.08267	17.9125_57.08267
Western Gotland Basin	18.115	57.79667	18.115_57.79667
Western Gotland Basin	17.09167	57.45833	17.09167_57.45833
9	16.90333	57.36833	16.90333_57.36833
Kattegat	11.31833	57.415	11.31833_57.415
Kattegat	10.81	57.42833	10.81_57.42833
Kattegat	11.45333	57.18833	11.45333_57.18833
Kattegat	12.31167	56.62167	12.31167_56.62167
Kattegat	12.26	56.39167	12.26_56.39167
5	12.56667	56.35	12.56667_56.35
5	12.61667	56.56667	12.61667_56.56667
Kattegat	11.69333	57.08783	11.69333_57.08783
Kattegat	12.19167	57.05667	12.19167_57.05667
4	12.07067	57.18417	12.07067_57.18417
4	11.969	57.25933	11.969_57.25933
Kattegat	11.70667	56.915	11.70667_56.915
Skagerrak	11.01667	57.81667	11.01667_57.81667
Skagerrak	10.99333	58.3265	10.99333_58.3265
Skagerrak	11.17	58.25833	11.17_58.25833
Kattegat	12.19167	56.6	12.19167_56.6
Kattegat	12.23667	56.84	12.23667_56.84
Kattegat	11.085	56.46333	11.085_56.46333
Kattegat	10.955	56.245	10.955_56.245
Kattegat	11.81333	56.58333	11.81333_56.58333
Kattegat	11.83333	56.79333	11.83333_56.79333
Kattegat	11.96	56.345	11.96_56.345
The Sound	12.87167	55.775	12.87167_55.775
The Sound	12.69833	55.945	12.69833_55.945
Kattegat	12.405	56.24	12.405_56.24
Kattegat	11.35833	57.675	11.35833_57.675
Skagerrak	10.845	58.52833	10.845_58.52833
Skagerrak	11.04	58.42667	11.04_58.42667
Skagerrak	10.82667	58.665	10.82667_58.665
Skagerrak	9.81333	57.87667	9.81333_57.87667
Skagerrak	9.81833	58.07167	9.81833_58.07167
Skagerrak	8.535	57.41167	8.535_57.41167
Skagerrak	8.74833	57.605	8.74833_57.605
Skagerrak	8.73	57.76	8.73_57.76
Skagerrak	10.55667	57.83	10.55667_57.83
Kattegat	10.98	57.66	10.98_57.66
Gulf of Riga	21.895	57.68833	21.895_57.68833
Gulf of Riga Estonian Coastal waters	23.35	57.96667	23.35_57.96667
Eastern Gotland Basin	21.35	57.815	21.35_57.815
Eastern Gotland Basin	21.52167	57.815	21.52167_57.815
Eastern Gotland Basin	21.66833	57.815	21.66833_57.815
Gulf of Riga Estonian Coastal waters	23.12	58.10167	23.12_58.10167
Eastern Gotland Basin	21.33333	57.5	21.33333_57.5
Eastern Gotland Basin	21.52	57.56167	21.52_57.56167
Gulf of Riga	22.09	57.75167	22.09_57.75167
Gulf of Riga	22.28167	57.815	22.28167_57.815
Gulf of Riga	22.56167	57.91167	22.56167_57.91167
Gulf of Riga	22.84	58.00667	22.84_58.00667
Gulf of Riga	22.36333	57.74	22.36333_57.74
Gulf of Riga	22.34333	57.76	22.34333_57.76
Gulf of Riga	22.31833	57.79	22.31833_57.79
Gulf of Riga	22.27	57.84833	22.27_57.84833
Gulf of Riga	22.24333	57.87833	22.24333_57.87833
Gulf of Riga	22.215	57.91167	22.215_57.91167
Gulf of Riga	22.66667	57.77167	22.66667_57.77167
Gulf of Riga	22.76833	57.78667	22.76833_57.78667
Gulf of Riga	22.89	57.79667	22.89_57.79667
Gulf of Riga	23.01333	57.81333	23.01333_57.81333
Gulf of Riga	23.13667	57.82667	23.13667_57.82667
20	19.81833	63.5	19.81833_63.5
Arkona Basin	13.59817	55.2105	13.59817_55.2105
